feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,cat_feature_1,cat_feature_2,target
2.7407010189234997,8.50683788158098,47.72408088118893,29.15111892816322,,14.293322976945495,2.255775110164873,51.65961381286156,30.097625929696274,69.50515873328038,1.7107452242562189,88.43033858458034,21.172353416451134,16.403757366981495,B,individuals,0
1.330505993386833,1.6410738973368095,19.835794507458154,25.55252710958847,34.141593003414386,26.68447681480966,23.762339831762862,8.319553713987922,14.627584035002974,35.962468919789096,37.9032652546147,71.58745316349341,5.078504724110867,39.72596913746928,A,individuals,0
4.334999458808334,0.4156307819051309,39.61032734689559,8.303513841278752,5.141777115312309,86.94361457622784,37.50194976647952,48.21362838810961,15.251908700512562,9.587598786778893,56.86553993326653,40.13036259347063,3.103921533823727,38.25372472009651,C,legal entities,0
0.2516383429091632,8.136451919093103,16.871774569267846,32.2609073680224,24.638118823448217,47.65231612401862,21.232416417948908,11.02490507342699,48.54677534838852,76.08786389494738,78.08029210620225,631.5367969539899,15.206993297345907,71.21722053881614,C,legal entities,0
0.6475447577876838,1.7536229621530692,2.9487003521670236,15.841658330022447,,24.862920455582415,32.18541988386304,21.277126105748458,14.066296163180036,53.271625800354855,11.71199259953381,73.13932368197004,1.8961217242479673,76.23962351978876,A,individuals,0
5.65090872663559,1.7780757856926768,0.36002752097926327,39.708136959089316,,66.7968008290352,29.953585638307278,,17.948258146230625,11.373830348913467,71.73117991812646,56.82844057273249,8.416063262027903,4.91005050085771,B,individuals,0
2.275616210664619,2.909687782780404,47.56840497922056,31.045268983271907,70.12664820098603,43.26767648842523,4.6446443882541395,42.53863425090268,38.092250831957145,55.09556779033405,64.07388018439218,45.02120653867187,13.295191360470518,33.02867336678234,B,legal entities,0
0.18600471100955293,0.9653950425026422,,30.989413957366853,24.847176147178565,46.598849304186075,35.24687577580527,14.868038501402625,20.5477345668722,74.16570484766287,19.015058777188123,7.018548657070104,7.369540990982581,,A,individuals,0
467.39365922953203,7.2309304818561415,41.29625995448554,,63.52346658367732,17.094870407874005,34.66403513811962,32.166912083913594,40.428256283716784,87.96127684333801,26.428772953432933,10.033848946037628,,32.99520522523272,A,individuals,1
5.985831129006256,7.70167807732906,0.4532606362097608,24.870365580214198,32.992802253983484,20.35109094805544,,20.135707335221767,47.211170906447244,31.72594420064502,43.11587964137449,64.09688944586205,562.0968241927694,75.07273364579201,A,individuals,0
7.0427175866385445,2.2529072694054246,32.41929551293017,,,3.379843413958453,23.673459712770896,,2.577523715398326,27.352233845174588,75.48456155608092,21.841760918729538,3.6852574457227436,37.81151902042845,A,individuals,0
7.212506933026933,1070.641246749888,43.82147091018528,37.08635987051676,18.783233881999493,66.72434035098377,14.283478691443676,37.71135372339436,,52.5922138911241,7.5038420036031175,76.1576783046886,8.158722981806084,,B,legal entities,1
0.29837250105491164,5.287214507220531,44.17541534121536,1096.1602962166742,,20.753147359538687,,10.399388655833679,34.595019548442366,37.96235368421738,77.8501687542419,12.538303045580582,8.674684559589664,8.766129348765695,C,legal entities,0
6.766454684767507,7.850290666736986,16.81711609967837,32.1373102102408,539.4918664781392,50.871431253804765,20.56987413730516,14.424313124549599,4.661624187882348,88.07165484172874,74.83234074107632,57.72224717613822,8.622886674674337,26.977362360965003,B,legal entities,0
5.312187850252179,8.027197541749272,,37.97531545377594,50.7471604307896,7.709499618006882,6.27712390349924,53.59067274671806,30.363698516863746,0.9027923867377126,,60.49395824045486,,12.42284687773068,A,legal entities,0
4.015364923424,6.1909663482842205,42.50616036918016,10.920585750639866,56.29173175135528,21.738442005968178,12.637446476937884,44.52149587716507,32.526900185783134,83.36067487620929,54.65318208674873,51.81483835993865,2.3825248653208777,,B,individuals,0
1.940620944861827,636.8662670843624,63.437730506819214,19.141528642195794,70.50872012067072,57.829391732235806,30.867838429452263,29.977780206129697,28.885382959443252,48.3460616345034,16.226340280466875,65.86868359086513,,1.8784726573032748,A,individuals,1
